Timestamp,Rig_ID,Depth,WOB,RPM,Torque,ROP,Mud_Flow_Rate,Mud_Pressure,Mud_Temperature,Mud_Density,Mud_Viscosity,Mud_PH,Gamma_Ray,Resistivity,Pump_Status,Compressor_Status,Power_Consumption,Vibration_Level,Bit_Temperature,Motor_Temperature,Maintenance_Flag,Failure_Type
2025-01-01 00:00:00,RIG_01,0.0013292212818242469,1540.4188934483566,78.73323792803825,407.77056799027315,10.556335362008095,1249.7224119210268,,59.757945684323836,1278.5554662133654,30.196298606894377,8.274453768629467,78.72861017170649,21.730799911375005,0.0,1.0,172.3149621062914,0.9897498209992358,91.26665326665629,83.12351918436165,0,None
2025-01-01 00:00:01,RIG_01,0.003321203725229465,1387.1434099120445,73.66591042742343,380.4829107040716,,1148.026910982664,3164.4737951073193,67.19636429408772,,24.21529976766731,8.228683384667157,95.92052998654941,19.037466348511426,1.0,1.0,206.67809361373523,1.1756672639826802,96.7383094007565,79.6053796892949,0,None
2025-01-01 00:00:02,RIG_01,0.005778076980267921,1558.1283826286187,80.34041988569294,373.0204902100336,11.701222360627686,1257.9834235459782,2825.126582137058,61.45531115536232,1245.4424460108503,37.97603604583883,8.280316907985979,69.26313594522934,19.414482305414612,1.0,1.0,203.9592638619695,0.8405315609141398,98.60226753488206,83.45192055245347,0,None
2025-01-01 00:00:03,RIG_01,0.008335609667759841,1465.3970402836146,75.4115981388388,350.3271742945223,14.014919809358995,1186.3087217523243,2825.1128726685233,56.61253426807304,1213.9536431557158,24.194698147734474,8.596638052996472,101.46419269829235,15.921599166025297,1.0,1.0,,0.5855540811748408,89.94760316119147,76.76010583672488,0,None
2025-01-01 00:00:04,RIG_01,0.011736723621582778,1532.7268820673542,76.18247360004403,463.6404485124002,12.088184326105655,1135.2284181156044,3024.9478750984485,59.10288222660961,1235.2771503350168,44.985229900175256,8.542001348475463,46.181268145561845,16.32365053253445,1.0,1.0,200.54391389092353,0.846274964633506,95.08378027021804,71.02974270929636,0,None
2025-01-01 00:00:05,RIG_01,0.012214650883422393,1559.7904684903547,85.10905647977395,394.8298651611864,10.6620956268912,1079.5943469842916,3079.6601368927763,60.478905237354155,1199.4886535275236,32.30370991089787,8.074085738328913,89.80635420545445,20.361738163165302,1.0,1.0,200.9261623619595,0.8946127036988258,90.65052361392813,76.38510567992542,0,None
2025-01-01 00:00:06,RIG_01,0.01352068537252391,1462.8408654587263,87.90861667918921,,,1148.274930220092,2866.065803131915,57.275236127786854,1129.0930551768445,37.37338860960159,8.63121760277001,85.58778447582992,15.361214347350304,1.0,1.0,203.75523561959216,0.2846328790613052,93.67477910433645,73.97442281291279,0,None
2025-01-01 00:00:07,RIG_01,0.014418810837001438,1460.2114444273732,79.58051876299645,437.1627514371312,13.15296958238209,1262.6320174889356,3120.043504750743,57.838711628889044,1273.0048170523835,27.92496367130334,8.362601865612959,99.09296962009876,12.95018501398908,1.0,1.0,201.8919273305241,0.9599220306360671,94.2606103343695,76.8352795486024,0,None
2025-01-01 00:00:08,RIG_01,0.015448374702634377,1522.3740993702938,83.03113972489541,413.5896090628525,11.287311144008026,1188.0863580561922,2999.9731648453935,56.00369560860615,1212.9223129423292,35.996040868877635,8.100235431878854,65.0087788114975,29.882147499009797,0.9738509724746534,1.0,,0.7572360581875469,84.2627129343558,73.30004409012417,0,None
2025-01-01 00:00:09,RIG_01,0.01891358034415442,1680.687211945155,86.90916208727106,429.6425710238061,9.636918129899032,1189.9258604919232,2815.477680791859,59.37155215316163,1116.1743693198548,32.77642006935037,8.406072193376424,89.95231782825785,24.532148750062213,1.0,1.0,193.405767044757,0.4259961921524357,,81.06982861184588,0,None
2025-01-01 00:00:10,RIG_01,0.02048023098556909,1309.8924088159097,78.83544532343464,428.21504917372386,15.174099329347836,1086.0946789543182,2863.615423742446,62.36965426336461,1180.1397559472691,39.8496138200243,8.563213390008723,,16.958394781106904,1.0,1.0,,0.714478660308312,88.5570387057687,75.4897246167124,0,None
2025-01-01 00:00:11,RIG_01,0.021973534208623923,1700.6437321552512,80.70559625911365,417.7687987842087,13.190385894790687,1461.761645567671,2793.6709608676856,62.45783531258046,1166.8836275105934,46.11519175045194,8.405716141278452,58.295012219575625,17.74617474282136,1.0,1.0,218.1187508111892,0.7462199088097974,92.91271552425492,75.01512923844422,0,None
2025-01-01 00:00:12,RIG_01,0.02482058076030885,1436.8622761488784,84.04137053937221,422.40263838015267,10.013275567300118,1046.4372856168463,3122.405186623185,60.688703827019786,1176.469175536158,32.822465687132095,8.889605616926941,74.91483186226657,15.678356850986916,1.0,1.0,161.477031956392,1.3594096421339399,86.8298504790115,75.80538211058104,1,Motor_Failure
2025-01-01 00:00:13,RIG_01,0.02644973844499451,1246.73333781999,78.67511964034554,399.87993643537567,14.635590660318382,1205.3326597804014,2747.371526457966,59.456320019370196,1189.7996646419087,33.16755673656633,8.348335660328658,95.3222673949434,15.592994928642472,1.0,1.0,201.78720174476877,0.6201415941188345,91.24037936169962,71.66151499334818,0,None
2025-01-01 00:00:14,RIG_01,0.027932283142419072,1564.5089018375288,81.63974999258619,,,1259.440044564091,3153.0411826898767,65.21846734314371,1148.5598197824743,25.058751378063647,8.458949576501428,96.01154402706071,18.656337174452105,1.0,1.0,220.47315240501013,0.41262194392374046,87.41839158714289,83.21934505779092,1,Bit_Wear
2025-01-01 00:00:15,RIG_01,0.029713890127858675,1700.1789744051107,80.42443515629914,351.06480621350494,12.222233835835388,1013.4454093234576,2982.8285394431246,63.398374533620355,1237.078530537758,37.88593283189694,8.967810697962584,97.3801703469114,17.15486245208238,1.0,1.0,213.89631965770886,0.7775425483543141,90.60010336104058,74.00337099231781,0,None
2025-01-01 00:00:16,RIG_01,0.032078281781700406,,80.51428413324555,415.5504590076207,7.163081550854045,1173.389559646446,2918.5555396048258,65.52707318335865,1193.7003364845796,40.0430154567088,8.267493815281071,90.97656666255678,23.936671350761248,1.0,1.0,222.62932989744516,0.47436042296267744,100.67584421417436,78.47425461592663,0,None
2025-01-01 00:00:17,RIG_01,0.03238218711751546,1564.0319911005988,70.80849236067158,396.4482473686675,12.366854335787492,1366.8626397020516,2875.2012463263536,59.84963492972152,1226.1355708652957,,8.729781323015894,78.45242666242167,24.9223503669615,1.0,1.0,204.39932642910983,0.8289376998711697,98.29839904556813,74.5370343756583,0,None
2025-01-01 00:00:18,RIG_01,0.03349949514929594,1455.2618718940623,91.92108508864385,395.2010123633783,10.480639798839807,1242.9504107360888,3119.6163632996845,56.262162965556016,1266.7395528874372,34.016974175668295,,100.80108549578361,17.34151942968532,1.0,,206.10744908861568,0.615572239595805,84.31859307913267,72.8255215990957,0,None
2025-01-01 00:00:19,RIG_01,0.035941210807207066,1702.28670252035,79.9505884653114,335.5980452512578,9.320667951508018,1098.2428027748633,3083.6982982639743,69.0748328607391,1045.6901774341447,34.76474656704199,8.55449913498707,80.95378419071395,25.219861249476505,1.0,1.0,152.6516889669938,0.8705441520715269,90.01067444939574,,0,None
2025-01-01 00:00:20,RIG_01,0.036519231925950364,1497.9076183614393,74.4187461105599,350.49006852168395,10.908065801986611,1194.125009765442,3140.35904866414,54.89855791330891,1219.8079832729366,32.84104309333823,8.342316537999015,65.63460102767141,11.14005089096937,1.0,1.0,176.7147251684098,0.8915321015573776,93.08985729003541,73.84347204210376,0,None
2025-01-01 00:00:21,RIG_01,0.03828152535268654,1611.4102754458681,77.72303086179872,378.85425669575386,13.85302322071706,1009.7590455719583,2728.461110719145,67.61982206456217,1253.7590934887255,36.73460830702708,8.39534217152374,76.02293920319462,12.96298454690919,1.0,1.0,229.4028719545577,0.35896600363853337,78.06568078218515,72.89031157120183,0,None
2025-01-01 00:00:22,RIG_01,0.04183983865090581,1553.0563305851624,76.84701988487468,380.9515015136771,10.217789440495153,1419.1392582357528,2869.3329421301473,56.06124709861152,1254.6510682591645,29.232293578305885,8.831482776459366,102.01268636017153,15.492177504915674,1.0,1.0,160.77916554580253,0.8541713101476766,88.5762017982173,79.39026602356927,0,None
2025-01-01 00:00:23,RIG_01,0.04392438082128612,1665.684795657412,79.33535741929916,425.19103467590844,11.26433182364589,1126.5317949056646,3159.5080178318635,62.3948242854661,1179.2446837768418,33.517382003464,8.404317429436261,88.37232715145423,23.22435605233004,1.0,1.0,,0.5295913104460432,91.0223245915867,74.23830903645555,0,None
2025-01-01 00:00:24,RIG_01,0.04777433880764538,1591.3318519740403,80.6949464426734,397.9663654608767,11.655204273036894,1164.3358968908433,3233.3866602401285,56.1367317266882,1127.8367981315976,36.90396675535529,8.237765224692088,66.06868712108,12.082594313200286,1.0,1.0,184.66188597676216,1.1760463411932962,91.09610106394115,75.8826607806135,0,None
2025-01-01 00:00:25,RIG_01,0.04938782037104687,1421.6828459334463,79.2580777608611,408.7876673766842,9.4742727487401,1224.2894693035882,2846.6104707361133,61.65694380072323,1062.8546168295147,34.73101341761609,8.532402129023625,83.89271066355968,19.816155188714827,1.0,1.0,213.29638414130767,0.7033119752154035,,73.71738465949626,0,None
2025-01-01 00:00:26,RIG_01,0.05338498086872868,1512.2435297469658,78.87995889009885,410.1761090991953,16.24929454592982,1073.0409023831799,2593.9445347151777,59.553353576126995,1190.9009488320858,,8.531783312561597,76.5452662429942,26.258456641586267,1.0,1.0,199.88496190961126,1.1244745981085214,92.63445568154964,79.45895898385166,0,None
2025-01-01 00:00:27,RIG_01,0.05691492838454523,1325.7515331532682,91.66890243643353,381.56786389670197,13.178419616061735,1186.7723207794018,3104.977454991789,59.65080179269891,1246.1073305048988,40.149285789202466,8.473764172648838,109.39891049743376,16.38690111897814,1.0,1.0,208.0253682758598,,92.16319962168615,74.62906680237761,0,None
2025-01-01 00:00:28,RIG_01,0.059028501222298226,1489.6379058244227,73.98316711267381,402.95042775603065,8.918318749013968,1254.0366683874292,3065.5568131139203,63.239911437554305,1156.356087413566,38.29180476026798,8.57547453601124,78.50935816267415,19.710474624408207,1.0,1.0,211.86502838833653,0.9011107875216049,83.12121437434821,73.90966530806615,0,None
